,provider,source_type,source_code,source_description,canonical_concept,concept_group,signal_class,severity,direction,requires_review,can_contribute_to_decline,dedupe_key,narrative_key,notes,status
,socure,reason_code,R1053,Found at least 7 distinct emails associated with the given fullname and date of birth combination,contactability_email_anomaly,contactability,contactability,medium,warning,TRUE,FALSE,R1053,,,active
,socure,reason_code,R1056,Matched Fullname and date of birth combination onto at least 16 other transaction consortium institutions,identity_dob_match,identity,identity,medium,negative,TRUE,FALSE,R1056,,,active
,socure,reason_code,R1057,"Matched Fullname, date of birth and SSN combination onto at least 10 other transaction consortium institutions",identity_dob_match,identity,identity,medium,negative,TRUE,FALSE,R1057,,,active
,socure,reason_code,R1059,Found at least 3 to 6 distinct emails associated with the given fullname and date of birth combination,contactability_email_anomaly,contactability,contactability,medium,warning,TRUE,FALSE,R1059,,,active
,socure,reason_code,R216,Input DOB is not found in best-matched identity,identity_dob_match,identity,identity,medium,negative,TRUE,FALSE,R216,,,active
,socure,reason_code,R228,Only 1 component of the input DOB matches the best matched entity,identity_dob_partial_match,identity,identity,medium,negative,TRUE,FALSE,R228,,,active
,socure,reason_code,R229,Only 2 components of the input DOB matches the best matched entity,identity_dob_partial_match,identity,identity,medium,negative,TRUE,FALSE,R229,,,active
,socure,reason_code,R237,Input National ID is not an exact match to the National IDs associated with the given full name and DOB,identity_dob_match,identity,identity,medium,negative,TRUE,FALSE,R237,,,active
,socure,reason_code,R243,Individual seems to be changing their date of birth to appear 18 or older,identity_dob_match,identity,identity,medium,negative,TRUE,FALSE,R243,,,active
,socure,reason_code,R244,Individual seems to be changing their date of birth to appear 21 or older,identity_dob_match,identity,identity,medium,negative,TRUE,FALSE,R244,,,active
,socure,reason_code,R304,Account is not correlated with the DOB,identity_dob_match,identity,identity,medium,negative,TRUE,FALSE,R304,,,active
,socure,reason_code,R304,Account is not correlated with the DOB,identity_dob_match,identity,identity,medium,negative,TRUE,FALSE,R304,,,active
,socure,reason_code,R870,DOB did not match AAMVA,identity_dob_match,identity,identity,medium,negative,TRUE,FALSE,R870,,,inactive_not_used
,socure,reason_code,R946,DOB was fuzzy matched to the DOB on record,identity_dob_partial_match,identity,identity,medium,negative,TRUE,FALSE,R946,,,active
,socure,reason_code,R957,DOB is not on record and cannot be verified,identity_dob_match,identity,identity,medium,negative,TRUE,FALSE,R957,,,active
,socure,reason_code,R994,DOB cannot be verified by the SSA,identity_dob_match,identity,identity,medium,negative,TRUE,FALSE,R994,,,active
,socure,reason_code,removedPersonalTitle-dobExact,"Partial name match due to the removal of an honorary title within the input name, exact DOB match",identity_dob_match,identity,identity,medium,negative,TRUE,FALSE,removedPersonalTitle-dobExact,,,active
,socure,reason_code,removedPersonalTitle-dobFuzzy,"Partial name match due to the removal of an honorary title within the input name, fuzzy DOB match",identity_dob_match,identity,identity,medium,negative,TRUE,FALSE,removedPersonalTitle-dobFuzzy,,,active
,socure,reason_code,removedPersonalTitle-dobNotOnRecord,"Partial name match due to the removal of an honorary title within the input name, source did not return a DOB",identity_dob_match,identity,identity,medium,negative,TRUE,FALSE,removedPersonalTitle-dobNotOnRecord,,,active
,socure,reason_code,V107,"Supported date of birth formats are yyyyMMdd, yyyy-MM-dd, and yyyy/MM/dd",identity_dob_match,unknown,unknown,low,neutral,FALSE,FALSE,V107,,,active
fraud_velocity_risk,,,,,,,,,,,,,,,
,socure,reason_code,I328,Indicates if the account has been seen in the last 15 days,fraud_velocity_risk,identity,identity,low,positive,FALSE,FALSE,I328,,,active
,socure,reason_code,I329,Indicates if the account has been seen in the between 15 and 30 days,fraud_velocity_risk,identity,identity,low,positive,FALSE,FALSE,I329,,,active
,socure,reason_code,I330,Indicates if the account has been seen in the between 30 and 45 days,fraud_velocity_risk,identity,identity,low,positive,FALSE,FALSE,I330,,,active
,socure,reason_code,I331,Indicates if the account has been seen in the between 45 and 60 days,fraud_velocity_risk,identity,identity,low,positive,FALSE,FALSE,I331,,,active
,socure,reason_code,I332,Indicates if the account has been seen in the between 60 and 75 days,fraud_velocity_risk,identity,identity,low,positive,FALSE,FALSE,I332,,,active
,socure,reason_code,I333,Indicates if the account has been seen in the between 75 and 90 days,fraud_velocity_risk,identity,identity,low,positive,FALSE,FALSE,I333,,,active
,socure,reason_code,I334,Indicates if the account has been seen in the between 90 and 120 days,fraud_velocity_risk,identity,identity,low,positive,FALSE,FALSE,I334,,,active
,socure,reason_code,I335,Indicates if the account has been seen in the between 120 and 150 days,fraud_velocity_risk,identity,identity,low,positive,FALSE,FALSE,I335,,,active
,socure,reason_code,I336,Indicates if the account has been seen in the between 150 and 180 days,fraud_velocity_risk,identity,identity,low,positive,FALSE,FALSE,I336,,,active
,socure,reason_code,R1008,Found at least 2 applications within 30 days of each other associated with the given identity,fraud_velocity_high,fraud,fraud,medium,negative,TRUE,FALSE,R1008,,,active
,socure,reason_code,R1009,Found at least 2 applications within 90 days of each other associated with the given identity,fraud_velocity_high,fraud,fraud,medium,negative,TRUE,FALSE,R1009,,,active
,socure,reason_code,R1017,Found at least 2 accounts that were opened within 30 days from each other associated with the given identity,fraud_velocity_high,fraud,fraud,medium,negative,TRUE,FALSE,R1017,,,active
identity_age_risk,,,,,,,,,,,,,,,
,socure,reason_code,I350,DOB indicates an age between 18 and 20,identity_age_risk,identity,identity,low,positive,FALSE,FALSE,I350,,,active
,socure,reason_code,I351,DOB indicates an age of 21 and over,identity_age_risk,identity,identity,low,positive,FALSE,FALSE,I351,,,active
,socure,reason_code,I385,(Deprecated) - Image represents an ID,identity_age_risk,identity,identity,low,positive,FALSE,FALSE,I385,,,deprecated
,socure,reason_code,I805,(Deprecated) - Image DPI not sufficient for detailed analysis; some tests were not conducted,identity_age_risk,identity,identity,low,positive,FALSE,FALSE,I805,,,deprecated
,socure,reason_code,I835,Profile image contains one face,identity_age_risk,identity,identity,low,positive,FALSE,FALSE,I835,,,inactive_not_used
,socure,reason_code,I836,Profile image matches ID image,identity_age_risk,identity,identity,low,positive,FALSE,FALSE,I836,,,inactive_not_used
,socure,reason_code,I845,Age meets minimum requirements,identity_age_risk,identity,identity,low,positive,FALSE,FALSE,I845,,,active
,socure,reason_code,I859,Image validated against past headshots,identity_age_risk,identity,identity,low,positive,FALSE,FALSE,I859,,,active
,socure,reason_code,I860,Image correlation was not calculated for alert list,identity_age_risk,identity,identity,low,positive,FALSE,FALSE,I860,,,active
,socure,reason_code,R352,DOB indicates an age between 13 and 15,identity_age_risk,identity,identity,medium,negative,TRUE,FALSE,R352,,,active
,socure,reason_code,R353,DOB indicates an age between 16 and 17,identity_age_risk,identity,identity,medium,negative,TRUE,FALSE,R353,,,active
,socure,reason_code,R355,(Deprecated) - DOB indicates an improbable age,identity_age_risk,identity,identity,medium,negative,TRUE,FALSE,R355,,,deprecated
,socure,reason_code,R385,(Deprecated) - Image does not represent an ID,identity_age_risk,identity,identity,medium,negative,TRUE,FALSE,R385,,,deprecated
,socure,reason_code,R595,The domain provided appears 30% more on average in the last 1 day as compared to the last 30 days,identity_age_risk,identity,identity,medium,negative,TRUE,FALSE,R595,,,active
,socure,reason_code,R804,(Deprecated) - The image doesnt meet the minimum color requirements,identity_age_risk,identity,identity,medium,negative,TRUE,FALSE,R804,,,deprecated
,socure,reason_code,R806,The image was processed with editing software tool,identity_age_risk,identity,identity,medium,negative,TRUE,FALSE,R806,,,active
,socure,reason_code,R807,The Image Capture Integrity failed,identity_age_risk,identity,identity,medium,negative,TRUE,FALSE,R807,,,active
,socure,reason_code,R812,The photograph placement in the submitted image is not authentic,identity_age_risk,identity,identity,medium,negative,TRUE,FALSE,R812,,,inactive_not_used
,socure,reason_code,R817,The submitted ID image has been altered,identity_age_risk,identity,identity,medium,negative,TRUE,FALSE,R817,,,active
,socure,reason_code,R819,"Image captured from a screen, or is a paper copy of an ID",identity_age_risk,identity,identity,medium,negative,TRUE,FALSE,R819,,,active
,socure,reason_code,R836,Profile Image does not match the ID image,identity_age_risk,identity,identity,medium,negative,TRUE,FALSE,R836,,,inactive_not_used
,socure,reason_code,R844,User is a minor (under 18),identity_age_risk,identity,identity,medium,negative,TRUE,FALSE,R844,,,active
,socure,reason_code,R845,Minimum age criteria not met,identity_age_risk,identity,identity,medium,negative,TRUE,FALSE,R845,,,active
,socure,reason_code,R859,ID image correlates to another ID image,identity_age_risk,identity,identity,medium,negative,TRUE,FALSE,R859,,,active
,socure,reason_code,R864,Image upload from file detected,identity_age_risk,identity,identity,medium,negative,TRUE,FALSE,R864,,,active
,socure,reason_code,R971,"Entered SSN issued after age five, post-1990",identity_age_risk,identity,identity,medium,negative,TRUE,FALSE,R971,,,active
,socure,reason_code,V119,Invalid image file,identity_age_risk,unknown,unknown,low,neutral,FALSE,FALSE,V119,,,active
,socure,reason_code,V806,Insufficient resolution in submitted image,identity_age_risk,unknown,unknown,low,neutral,FALSE,FALSE,V806,,,active
,socure,reason_code,V807,Image entropy failure,identity_age_risk,unknown,unknown,low,neutral,FALSE,FALSE,V807,,,active
,socure,reason_code,V818,The image is not in focus,identity_age_risk,unknown,unknown,low,neutral,FALSE,FALSE,V818,,,active
,socure,reason_code,V819,Glare in the image obscures details,identity_age_risk,unknown,unknown,low,neutral,FALSE,FALSE,V819,,,active
,socure,reason_code,V836,Profile Image not considered in the decision,identity_age_risk,unknown,unknown,low,neutral,FALSE,FALSE,V836,,,inactive_not_used
identity_document_verification,,,,,,,,,,,,,,,
,socure,reason_code,I380,(Deprecated) - Document authentic,identity_document_verification,identity,identity,low,positive,FALSE,FALSE,I380,,,deprecated
,socure,reason_code,I382,(Deprecated) - Document image quality good,identity_document_verification,identity,identity,low,positive,FALSE,FALSE,I382,,,inactive_not_used
,socure,reason_code,I826,Document ID information is consistent,identity_document_verification,identity,identity,low,positive,FALSE,FALSE,I826,,,active
,socure,reason_code,I832,(Deprecated) - ID bar code matches the document data,identity_document_verification,identity,identity,low,positive,FALSE,FALSE,I832,,,deprecated
,socure,reason_code,I838,"Barcode data could not be read, and was not used in document analysis",identity_document_verification,identity,identity,low,positive,FALSE,FALSE,I838,,,active
,socure,reason_code,I866,AAMVA ran successfully,identity_document_verification,identity,identity,low,positive,FALSE,FALSE,I866,,,inactive_not_used
,socure,reason_code,I867,All fields matched AAMVA,identity_document_verification,identity,identity,low,positive,FALSE,FALSE,I867,,,inactive_not_used
,socure,reason_code,I868,Jurisdiction or ID Type not supported by AAMVA,identity_document_verification,identity,identity,low,positive,FALSE,FALSE,I868,,,inactive_not_used
,socure,reason_code,I869,ID number did match AAMVA,identity_document_verification,identity,identity,low,positive,FALSE,FALSE,I869,,,inactive_not_used
,socure,reason_code,I880,Middle initial did match AAMVA,identity_document_verification,identity,identity,low,positive,FALSE,FALSE,I880,,,inactive_not_used
,socure,reason_code,I882,Doc Category did match AAMVA,identity_document_verification,identity,identity,low,positive,FALSE,FALSE,I882,,,inactive_not_used
,socure,reason_code,I883,Issue date did match AAMVA,identity_document_verification,identity,identity,low,positive,FALSE,FALSE,I883,,,inactive_not_used
,socure,reason_code,I884,Expiration did match AAMVA,identity_document_verification,identity,identity,low,positive,FALSE,FALSE,I884,,,inactive_not_used
,socure,reason_code,I885,Sex did match AAMVA,identity_document_verification,identity,identity,low,positive,FALSE,FALSE,I885,,,inactive_not_used
,socure,reason_code,I886,Height did match AAMVA,identity_document_verification,identity,identity,low,positive,FALSE,FALSE,I886,,,inactive_not_used
,socure,reason_code,I887,Weight did match AAMVA,identity_document_verification,identity,identity,low,positive,FALSE,FALSE,I887,,,inactive_not_used
,socure,reason_code,I888,Eye color did match AAMVA,identity_document_verification,identity,identity,low,positive,FALSE,FALSE,I888,,,inactive_not_used
,socure,reason_code,R380,(Deprecated) - Document forged,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R380,,,deprecated
,socure,reason_code,R381,(Deprecated) - Document verification inconclusive,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R381,,,deprecated
,socure,reason_code,R382,(Deprecated) - Document image quality bad,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R382,,,inactive_not_used
,socure,reason_code,R383,(Deprecated) - Document image quality unassessable,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R383,,,inactive_not_used
,socure,reason_code,R384,(Deprecated) - Document expired,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R384,,,deprecated
,socure,reason_code,R801,Photo from the ID document could not be extracted or is not usable,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R801,,,inactive_not_used
,socure,reason_code,R805,Document ID is a paper copy,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R805,,,active
,socure,reason_code,R809,The text in the document has been modified,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R809,,,active
,socure,reason_code,R810,The layout and patterns integrity of the document failed,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R810,,,active
,socure,reason_code,R820,The biometric data in the document image has been modified,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R820,,,inactive_not_used
,socure,reason_code,R821,The biographic data in the document image has been modified,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R821,,,inactive_not_used
,socure,reason_code,R826,The ID on the document is inconsistent with submitted data,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R826,,,active
,socure,reason_code,R827,The document has expired,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R827,,,active
,socure,reason_code,R832,(Deprecated) - The document bar code does not match the document ID,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R832,,,deprecated
,socure,reason_code,R838,Unable to extract the full name from the document/bar code,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R838,,,active
,socure,reason_code,R861,Data extracted from document does not match with barcode or MRZ,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R861,,,active
,socure,reason_code,R866,AAMVA failed to run,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R866,,,inactive_not_used
,socure,reason_code,R867,Some fields did not match AAMVA,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R867,,,inactive_not_used
,socure,reason_code,R868,AAMVA under maintenance,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R868,,,inactive_not_used
,socure,reason_code,R869,ID number did not match AAMVA,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R869,,,inactive_not_used
,socure,reason_code,R880,Middle initial did not match AAMVA,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R880,,,inactive_not_used
,socure,reason_code,R882,Doc Category did not match AAMVA,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R882,,,inactive_not_used
,socure,reason_code,R883,Issue date did not match AAMVA,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R883,,,inactive_not_used
,socure,reason_code,R884,Expiration did not match AAMVA,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R884,,,inactive_not_used
,socure,reason_code,R885,Sex did not match AAMVA,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R885,,,inactive_not_used
,socure,reason_code,R886,Height did not match AAMVA,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R886,,,inactive_not_used
,socure,reason_code,R887,Weight did not match AAMVA,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R887,,,inactive_not_used
,socure,reason_code,R888,Eye color did not match AAMVA,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R888,,,inactive_not_used
,socure,reason_code,R906,(Deprecated) - KYC record validation failed on Driver License,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R906,,,deprecated
,socure,reason_code,R929,(Deprecated) - Entered driver license number invalid for entered driver license state,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R929,,,deprecated
,socure,reason_code,R949,(Deprecated) - Different driver license number found for applicant,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R949,,,deprecated
,socure,reason_code,R951,(Deprecated) - Entered driver license number possibly miskeyed,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R951,,,deprecated
,socure,reason_code,V117,Invalid driver license format,identity_document_verification,unknown,unknown,low,neutral,FALSE,FALSE,V117,,,active
,socure,reason_code,V810,Unacceptable blur in document,identity_document_verification,unknown,unknown,low,neutral,FALSE,FALSE,V810,,,active
,socure,reason_code,V827,The document is about to expire,identity_document_verification,unknown,unknown,low,neutral,FALSE,FALSE,V827,,,active
,socure,reason_code,R828,The ID expiration date inconsistent with DOB and issue date,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R828,,,active
,socure,reason_code,R829,The ID issue date is inconsistent with DOB and expiration date,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R829,,,active
,socure,reason_code,R831,Cannot extract the minimum information from barcode,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R831,,,active
,socure,reason_code,R833,Cannot extract the minimum required information from MRZ,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R833,,,active
,socure,reason_code,R837,The ID extracted from the bar code is not valid,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R837,,,active
,socure,reason_code,R853,Unable to classify the ID or this is an unsupported ID type,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R853,,,active
,socure,reason_code,R865,Disallowed ID Type,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R865,,,active
,socure,reason_code,R908,Some ID elements not verified,identity_document_verification,identity,identity,medium,negative,TRUE,FALSE,R908,,,active
identity_device_risk,,,,,,,,,,,,,,,
,socure,reason_code,I401,Device token previously encountered,identity_device_risk,identity,identity,low,positive,FALSE,FALSE,I401,,,inactive_not_used
,socure,reason_code,I402,Multiple users associated with device,identity_device_risk,identity,identity,low,positive,FALSE,FALSE,I402,,,inactive_not_used
,socure,reason_code,I403,Identity may not be primary device user,identity_device_risk,identity,identity,low,positive,FALSE,FALSE,I403,,,inactive_not_used
,socure,reason_code,I404,Identity associated with primary device owner,identity_device_risk,identity,identity,low,positive,FALSE,FALSE,I404,,,inactive_not_used
,socure,reason_code,I407,Device token previously associated with first name,identity_device_risk,identity,identity,low,positive,FALSE,FALSE,I407,,,inactive_not_used
,socure,reason_code,I408,Device token previously associated with last name,identity_device_risk,identity,identity,low,positive,FALSE,FALSE,I408,,,inactive_not_used
,socure,reason_code,I409,Device token not encountered within the past 5 days,identity_device_risk,identity,identity,low,positive,FALSE,FALSE,I409,,,inactive_not_used
,socure,reason_code,I412,Device session is associated with more than 2 first names,identity_device_risk,identity,identity,low,positive,FALSE,FALSE,I412,,,inactive_not_used
,socure,reason_code,I413,Device session is associated with more than 2 last names,identity_device_risk,identity,identity,low,positive,FALSE,FALSE,I413,,,inactive_not_used
,socure,reason_code,I423,Device is a physical device,identity_device_risk,identity,identity,low,positive,FALSE,FALSE,I423,,,inactive_not_used
,socure,reason_code,I424,The device type is a desktop or laptop computer,identity_device_risk,identity,identity,low,positive,FALSE,FALSE,I424,,,inactive_not_used
,socure,reason_code,I425,"The device type is mobile, tablet or wearable",identity_device_risk,identity,identity,low,positive,FALSE,FALSE,I425,,,inactive_not_used
,socure,reason_code,I428,Mobile network associated with the device is a non-US carrier,identity_device_risk,identity,identity,low,positive,FALSE,FALSE,I428,,,inactive_not_used
,socure,reason_code,I431,The timezone set on the device indicates that the device is in the US,identity_device_risk,identity,identity,low,positive,FALSE,FALSE,I431,,,inactive_not_used
,socure,reason_code,R146,Device tagged as negative,identity_device_risk,identity,identity,medium,negative,TRUE,FALSE,R146,,,inactive_not_used
,socure,reason_code,R166,Device tagged as suspect,identity_device_risk,identity,identity,medium,negative,TRUE,FALSE,R166,,,inactive_not_used
,socure,reason_code,R401,Device token was not previously encountered,identity_device_risk,identity,identity,medium,negative,TRUE,FALSE,R401,,,inactive_not_used
,socure,reason_code,R402,Invalid device token,identity_device_risk,identity,identity,medium,negative,TRUE,FALSE,R402,,,inactive_not_used
,socure,reason_code,R403,Device is a virtual device,identity_device_risk,identity,identity,medium,negative,TRUE,FALSE,R403,,,inactive_not_used
,socure,reason_code,R405,"The Device Risk module was called, but a device token was not provided",identity_device_risk,identity,identity,medium,negative,TRUE,FALSE,R405,,,inactive_not_used
,socure,reason_code,R406,Device risk score represents high risk,identity_device_risk,identity,identity,medium,negative,TRUE,FALSE,R406,,,inactive_not_used
,socure,reason_code,R408,Associated device is likely to be an emulator,identity_device_risk,identity,identity,medium,negative,TRUE,FALSE,R408,,,inactive_not_used
,socure,reason_code,R409,Associated device is connected to mobile network which are historically risky,identity_device_risk,identity,identity,medium,negative,TRUE,FALSE,R409,,,inactive_not_used
,socure,reason_code,R410,Transaction may not be from primary user associated with the device and looks risky,identity_device_risk,identity,identity,medium,negative,TRUE,FALSE,R410,,,inactive_not_used
,socure,reason_code,R411,The device has an uncommon language set for North America,identity_device_risk,identity,identity,medium,negative,TRUE,FALSE,R411,,,inactive_not_used
,socure,reason_code,R413,The devices IP address more than 3 timezones away from the IP the request is made from,identity_device_risk,identity,identity,medium,warning,TRUE,FALSE,R413,,,inactive_not_used
,socure,reason_code,R414,Device operating system is running an uncommon/old version,identity_device_risk,identity,identity,medium,negative,TRUE,FALSE,R414,,,inactive_not_used
,socure,reason_code,R635,(Deprecated) - The device has changed once within the past 7 days and at least once more within the past 90 days,identity_device_risk,identity,identity,medium,negative,TRUE,FALSE,R635,,,inactive_not_used
,socure,reason_code,R636,(Deprecated) - Mobile device tenure is less than 90 days,identity_device_risk,identity,identity,medium,negative,TRUE,FALSE,R636,,,inactive_not_used
,socure,reason_code,R815,Device tampering or injection risk,identity_device_risk,identity,identity,medium,negative,TRUE,FALSE,R815,,,inactive_not_used
identity_ip_risk,,,,,,,,,,,,,,,
,socure,reason_code,I415,Session connected using an IP located more than 100 miles from the address,identity_ip_risk,identity,identity,low,positive,FALSE,FALSE,I415,,,inactive_not_used
,socure,reason_code,I416,Session IP originates from within the United States,identity_ip_risk,identity,identity,low,positive,FALSE,FALSE,I416,,,inactive_not_used
,socure,reason_code,I417,Session IP originates from outside the United States,identity_ip_risk,identity,identity,low,positive,FALSE,FALSE,I417,,,inactive_not_used
,socure,reason_code,I419,Session connected using a residential IP address,identity_ip_risk,identity,identity,low,positive,FALSE,FALSE,I419,,,inactive_not_used
,socure,reason_code,I421,Session connected using a mobile IP address,identity_ip_risk,identity,identity,low,positive,FALSE,FALSE,I421,,,inactive_not_used
,socure,reason_code,I429,The IP address associated with the request comes from US or a US territory,identity_ip_risk,identity,identity,low,positive,FALSE,FALSE,I429,,,inactive_not_used
,socure,reason_code,I430,The IP address associated with the request does not come from US or a US territory,identity_ip_risk,identity,identity,low,positive,FALSE,FALSE,I430,,,inactive_not_used
,socure,reason_code,I631,IP address is provided by a mobile carrier,identity_ip_risk,identity,identity,low,positive,FALSE,FALSE,I631,,,inactive_not_used
,socure,reason_code,I632,IP Connection is consumer,identity_ip_risk,identity,identity,low,positive,FALSE,FALSE,I632,,,inactive_not_used
,socure,reason_code,I633,IP Connection is business,identity_ip_risk,identity,identity,low,positive,FALSE,FALSE,I633,,,inactive_not_used
,socure,reason_code,I636,IP address originates from the US or US territories,identity_ip_risk,identity,identity,low,positive,FALSE,FALSE,I636,,,inactive_not_used
,socure,reason_code,I638,IP proxy is originating from Google or Apple consumer privacy networks,identity_ip_risk,identity,identity,low,positive,FALSE,FALSE,I638,,,inactive_not_used
,socure,reason_code,I639,IP address is a consumer privacy network proxy,identity_ip_risk,identity,identity,low,positive,FALSE,FALSE,I639,,,inactive_not_used
,socure,reason_code,R112,(Deprecated) - IP Address on Alert List,identity_ip_risk,identity,identity,medium,warning,TRUE,FALSE,R112,,,inactive_not_used
,socure,reason_code,R143,IP Address tagged as negative,identity_ip_risk,identity,identity,medium,warning,TRUE,FALSE,R143,,,inactive_not_used
,socure,reason_code,R163,IP Address tagged as suspect,identity_ip_risk,identity,identity,medium,warning,TRUE,FALSE,R163,,,inactive_not_used
,socure,reason_code,R610,IP address geolocation places user more than 100 miles from address,identity_ip_risk,identity,identity,medium,warning,TRUE,FALSE,R610,,,inactive_not_used
,socure,reason_code,R619,IP address is a known proxy,identity_ip_risk,identity,identity,medium,warning,TRUE,FALSE,R619,,,inactive_not_used
,socure,reason_code,R638,IP address originates from the US or US territories,identity_ip_risk,identity,identity,medium,warning,TRUE,FALSE,R638,,,inactive_not_used
,socure,reason_code,R639,IP address originates from outside of the US or US territories,identity_ip_risk,identity,identity,medium,warning,TRUE,FALSE,R639,,,inactive_not_used
,socure,reason_code,R642,IP address is associated with a cloud hosting provider and is likely a proxy. Users are not usually located in a hosting facility,identity_ip_risk,identity,identity,medium,warning,TRUE,FALSE,R642,,,inactive_not_used
,socure,reason_code,R643,IP address is associated with a location allowing public internet access,identity_ip_risk,identity,identity,medium,warning,TRUE,FALSE,R643,,,inactive_not_used
,socure,reason_code,R644,IP proxy is cloud-based,identity_ip_risk,identity,identity,medium,negative,TRUE,FALSE,R644,,,inactive_not_used
,socure,reason_code,R645,IP proxy is TOR-based,identity_ip_risk,identity,identity,medium,negative,TRUE,FALSE,R645,,,inactive_not_used
,socure,reason_code,R646,IP proxy is VPN-based,identity_ip_risk,identity,identity,medium,negative,TRUE,FALSE,R646,,,inactive_not_used
,socure,reason_code,R647,IP proxy is cloud-security-based,identity_ip_risk,identity,identity,medium,negative,TRUE,FALSE,R647,,,inactive_not_used
,socure,reason_code,R650,IP address is associated with an anonymizing proxy,identity_ip_risk,identity,identity,medium,warning,TRUE,FALSE,R650,,,inactive_not_used
,socure,reason_code,R652,IP address is associated with spam activity,identity_ip_risk,identity,identity,medium,warning,TRUE,FALSE,R652,,,inactive_not_used
,socure,reason_code,R653,IP address origin and usage indicates non-human traffic,identity_ip_risk,identity,identity,medium,warning,TRUE,FALSE,R653,,,inactive_not_used
,socure,reason_code,R663,IP address geolocation places user more than 300 miles from address,identity_ip_risk,identity,identity,medium,warning,TRUE,FALSE,R663,,,inactive_not_used
,socure,reason_code,V108,IP address must meet IPV4 or IPV6 standard,identity_ip_risk,unknown,unknown,low,neutral,FALSE,FALSE,V108,,,inactive_not_used
identity_address_mismatch,,,,,,,,,,,,,,,
,socure,reason_code,I420,Session connected using a commercial IP address,identity_address_mismatch,identity,identity,low,positive,FALSE,FALSE,I420,,,inactive_not_used
,socure,reason_code,R412,The IP the request was made from does not match the devices IP address,identity_address_mismatch,identity,identity,medium,warning,TRUE,FALSE,R412,,,inactive_not_used
,socure,reason_code,R701,"Address is inactive, not receiving mail, or vacant",identity_address_mismatch,identity,identity,medium,warning,TRUE,FALSE,R701,,,active
,socure,reason_code,R703,Address is invalid or does not exist,identity_address_mismatch,identity,identity,medium,warning,TRUE,FALSE,R703,,,active
,socure,reason_code,R707,Address is a commercial mail receiving agency or commercial mail drop,identity_address_mismatch,identity,identity,medium,warning,TRUE,FALSE,R707,,,active
,socure,reason_code,R709,Address is commercial or dual-purpose,identity_address_mismatch,identity,identity,medium,warning,TRUE,FALSE,R709,,,active
,socure,reason_code,R713,"Address mismatch between city, state, and ZIP code",identity_address_mismatch,identity,identity,medium,warning,TRUE,FALSE,R713,,,inactive_not_used
,socure,reason_code,R723,Address is a virtual mailbox,identity_address_mismatch,identity,identity,medium,warning,TRUE,FALSE,R723,,,active
,socure,reason_code,R824,The address on the ID does not match with submitted data,identity_address_mismatch,identity,identity,medium,warning,TRUE,FALSE,R824,,,active
,socure,reason_code,R840,(Deprecated) - Address on the ID does not match the address from the Bar code/MRZ,identity_address_mismatch,identity,identity,medium,warning,TRUE,FALSE,R840,,,deprecated
,socure,reason_code,R916,Address is invalid or does not exist,identity_address_mismatch,identity,identity,medium,warning,TRUE,FALSE,R916,,,active
,socure,reason_code,R948,"Address mismatch between city, state, and ZIP code",identity_address_mismatch,identity,identity,medium,warning,TRUE,FALSE,R948,,,inactive_not_used
